start stimulus,start tracking,start escape,,
13,647,648,,
,,,,
time,xMouth,yMouth,xCOM,yCOM
1.66,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.662,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.664,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.666,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.668,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.67,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.672,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.674,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.676,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.678,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.68,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.682,23.9222437144521,-9.8690625209812,20.6076400179178,-6.48421318164572
1.684,23.9222437144521,-9.8690625209812,20.6076400179178,-6.48421318164572
1.686,23.9222437144521,-9.8690625209812,20.6076400179178,-6.48421318164572
1.688,23.9222437144521,-9.8690625209812,20.6076400179178,-6.48421318164572
1.69,24.013202816028,-9.8690625209812,20.6076400179178,-6.48421318164572
1.692,24.1496414683917,-9.91454207176913,20.6076400179178,-6.48421318164572
1.694,24.1496414683917,-9.91454207176913,20.6076400179178,-6.48421318164572
1.696,24.1951210191797,-9.91454207176913,20.6076400179178,-6.48421318164572
1.698,24.1951210191797,-9.91454207176913,20.6076400179178,-6.48421318164572
1.7,24.1951210191797,-9.91454207176913,20.6886926826883,-6.56526584641629
1.702,24.1951210191797,-9.91454207176913,20.6886926826883,-6.56526584641629
1.704,24.1951210191797,-9.91454207176913,20.6886926826883,-6.56526584641629
1.706,24.1951210191797,-9.91454207176913,20.6886926826883,-6.56526584641629
1.708,24.1951210191797,-9.96002162255707,20.6886926826883,-6.56526584641629
1.71,24.1951210191797,-9.96002162255707,20.6886926826883,-6.56526584641629
1.712,24.1951210191797,-9.96002162255707,20.6886926826883,-6.56526584641629
1.714,24.1951210191797,-9.96002162255707,20.6886926826883,-6.56526584641629
1.716,24.1951210191797,-9.96002162255707,20.5671136855325,-6.56526584641629
1.718,24.1951210191797,-9.96002162255707,20.5671136855325,-6.56526584641629
1.72,24.1951210191797,-9.96002162255707,20.5671136855325,-6.56526584641629
1.722,24.1951210191797,-9.96002162255707,20.5671136855325,-6.56526584641629
1.724,24.1951210191797,-9.96002162255707,20.5671136855325,-6.56526584641629
1.726,24.2406005699676,-9.96002162255707,20.5671136855325,-6.56526584641629
1.728,24.2406005699676,-9.96002162255707,20.4860610207619,-6.56526584641629
1.73,24.2406005699676,-9.96002162255707,20.4860610207619,-6.56526584641629
1.732,24.2406005699676,-9.96002162255707,20.4860610207619,-6.56526584641629
1.734,24.2406005699676,-9.96002162255707,20.4860610207619,-6.56526584641629
1.736,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.738,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.74,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.742,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.744,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.746,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.748,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.75,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.752,24.2406005699676,-9.96002162255707,20.4455346883766,-6.52473951403101
1.754,24.2406005699676,-9.96002162255707,20.3644820236061,-6.56526584641629
1.756,24.2406005699676,-9.96002162255707,20.3644820236061,-6.56526584641629
1.758,24.2406005699676,-9.96002162255707,20.3644820236061,-6.56526584641629
1.76,24.2406005699676,-9.96002162255707,20.3644820236061,-6.56526584641629
1.762,24.2406005699676,-9.96002162255707,20.3644820236061,-6.56526584641629
1.764,24.2406005699676,-9.96002162255707,20.3644820236061,-6.56526584641629
1.766,24.2860801207555,-10.0509807241329,20.3644820236061,-6.56526584641629
1.768,24.2860801207555,-10.0509807241329,20.3644820236061,-6.56526584641629
1.77,24.3770392223314,-10.0964602749208,20.3644820236061,-6.56526584641629
1.772,24.3770392223314,-10.0964602749208,20.3644820236061,-6.56526584641629
1.774,24.3770392223314,-10.0964602749208,20.3644820236061,-6.56526584641629
1.776,24.3770392223314,-10.0964602749208,20.3644820236061,-6.56526584641629
1.778,24.3770392223314,-10.1874193764967,20.3644820236061,-6.56526584641629
1.78,24.4225187731193,-10.2783784780725,20.3644820236061,-6.56526584641629
1.782,24.4225187731193,-10.2783784780725,20.4860610207619,-6.60579217880157
1.784,24.4679983239073,-10.3238580288605,20.4860610207619,-6.72737117595743
1.786,24.4679983239073,-10.3693375796484,20.6076400179178,-6.76789750834272
1.788,24.4679983239073,-10.3693375796484,20.7292190150736,-6.84895017311329
1.79,24.6044369762711,-10.5512557828001,20.7292190150736,-6.88947650549858
1.792,24.6044369762711,-10.5512557828001,20.7292190150736,-6.88947650549858
1.794,24.6044369762711,-10.5512557828001,20.7292190150736,-6.88947650549858
1.796,24.6044369762711,-10.5967353335881,20.8102716798442,-6.97052917026915
1.798,24.6044369762711,-10.5967353335881,20.8913243446148,-7.05158183503972
1.8,24.6044369762711,-10.6876944351639,20.9318506770001,-7.09210816742501
1.802,24.6044369762711,-10.6876944351639,20.9723770093853,-7.09210816742501
1.804,24.6044369762711,-10.8241330875277,21.0129033417706,-7.13263449981029
1.806,24.6044369762711,-10.8241330875277,21.1344823389265,-7.17316083219558
1.808,24.6044369762711,-11.0515308414674,21.1750086713118,-7.25421349696615
1.81,24.6044369762711,-11.0515308414674,21.1750086713118,-7.25421349696615
1.812,24.6044369762711,-11.0515308414674,21.2155350036971,-7.25421349696615
1.814,24.7408756286349,-11.278928595407,21.2155350036971,-7.25421349696615
1.816,24.7408756286349,-11.278928595407,21.2560613360823,-7.29473982935143
1.818,24.649916527059,-11.324408146195,21.2560613360823,-7.33526616173672
1.82,24.5589574254831,-11.278928595407,21.2560613360823,-7.33526616173672
1.822,24.6044369762711,-11.324408146195,21.3371140008529,-7.37579249412201
1.824,24.6044369762711,-11.4608467985588,21.3371140008529,-7.37579249412201
1.826,24.6044369762711,-11.4608467985588,21.3371140008529,-7.37579249412201
1.828,24.6044369762711,-11.4608467985588,21.3776403332382,-7.41631882650729
1.83,24.6044369762711,-11.4608467985588,21.3776403332382,-7.41631882650729
1.832,24.6044369762711,-11.4608467985588,21.3776403332382,-7.41631882650729
1.834,24.6044369762711,-11.4608467985588,21.4181666656235,-7.49737149127786
1.836,24.6044369762711,-11.4608467985588,21.4181666656235,-7.49737149127786
1.838,24.5134778746952,-11.4608467985588,21.4181666656235,-7.49737149127786
1.84,24.5134778746952,-11.4608467985588,21.4181666656235,-7.49737149127786
1.842,24.5134778746952,-11.4608467985588,21.499219330394,-7.57842415604844
1.844,24.5134778746952,-11.5972854509226,21.499219330394,-7.61895048843372
1.846,24.5134778746952,-11.5972854509226,21.499219330394,-7.61895048843372
1.848,24.5134778746952,-11.6882445524984,21.5802719951646,-7.7000031532043
1.85,24.5134778746952,-11.7792036540743,21.5802719951646,-7.7000031532043
